,cumsum_supply_usd
2020-10-25,241898582263.57883
2020-10-26,252776216115.9966
2020-10-27,245714250457.01898
2020-10-28,249170314903.8597
2020-10-29,251150578115.8908
2020-10-30,255515278910.5042
2020-10-31,254846647581.16922
2020-11-01,251081882043.0384
2020-11-02,259847263537.1382
2020-11-03,262082859476.4881
2020-11-04,288888424318.3151
2020-11-05,288925153654.88617
2020-11-06,274863544643.86713
2020-11-07,286948792864.12854
2020-11-08,284108107137.15356
2020-11-09,283651025125.75055
2020-11-10,290964320767.61304
2020-11-11,302140741524.9582
2020-11-12,302680505112.1764
2020-11-13,297907903735.7496
2020-11-14,295834733689.33014
2020-11-15,309824971356.61786
2020-11-16,327660346286.27057
2020-11-17,329640650319.09375
2020-11-18,330248829519.74915
2020-11-19,346147011106.36646
2020-11-20,347052055605.8372
2020-11-21,341764134958.6703
2020-11-22,340892635728.1919
2020-11-23,355485623577.5156
2020-11-24,347247618104.4683
2020-11-25,318323063844.5641
2020-11-26,317885977569.0817
2020-11-27,328783992591.79376
2020-11-28,337374836591.62335
2020-11-29,365574116046.1988
2020-11-30,348354323606.7468
2020-12-01,356440064118.07635
2020-12-02,360662079967.29315
2020-12-03,345993202566.0326
2020-12-04,355354854016.7638
2020-12-05,359534395283.7021
2020-12-06,355677285102.67194
2020-12-07,339677754670.16394
2020-12-08,343926080261.19525
2020-12-09,338504215756.5854
2020-12-10,334531443204.6627
2020-12-11,348935318307.44104
2020-12-12,355666981088.8912
2020-12-13,357531904995.19995
2020-12-14,360663431719.8062
2020-12-15,396327915913.93274
2020-12-16,423417532316.42017
2020-12-17,429322295681.61774
2020-12-18,442815844607.7558
2020-12-19,435792940653.51
2020-12-20,421818791296.29944
2020-12-21,442141816809.443
2020-12-22,431226239739.2041
2020-12-23,440561113765.69025
2020-12-24,458739946312.44824
2020-12-25,491664792296.481
2020-12-26,487558244495.4951
2020-12-27,502058566872.56433
2020-12-28,508123113514.303
2020-12-29,536554027361.8358
2020-12-30,537708638764.6643
2020-12-31,545768133872.11646
2021-01-01,597896211447.7911
2021-01-02,614174053725.3303
2021-01-03,594835459818.8937
2021-01-04,632464783222.3357
2021-01-05,684525799969.5715
2021-01-06,733536599102.9429
2021-01-07,754455882598.8759
2021-01-08,747904411511.9226
2021-01-09,709626464344.4823
2021-01-10,657649302841.7723
2021-01-11,632710942015.4948
2021-01-12,694459544221.7733
2021-01-13,726746290164.7838
2021-01-14,682794475149.3228
2021-01-15,669304614560.6842
2021-01-16,666451375369.4786
2021-01-17,681324367704.436
2021-01-18,667046044069.2073
2021-01-19,659923611930.2688
2021-01-20,573571176590.0742
2021-01-21,613144829598.4213
2021-01-22,596630496759.0896
2021-01-23,600263846169.8342
2021-01-24,599785518592.4652
2021-01-25,604054884433.0691
2021-01-26,565332129331.0327
2021-01-27,621759509888.5221
2021-01-28,637131627488.652
2021-01-29,637939622594.9911
2021-01-30,616282458762.774
2021-01-31,623846876319.7917
2021-02-01,660612326711.4386
2021-02-02,701164099405.6333
2021-02-03,688237480813.0223
2021-02-04,713924137457.0889
2021-02-05,730949813823.8859
2021-02-06,723373687382.2802
2021-02-07,864558034690.4326
2021-02-08,865646068239.102
2021-02-09,834814440606.2439
2021-02-10,893952560229.6979
2021-02-11,882516650358.3452
2021-02-12,879437549877.2356
2021-02-13,905660220427.9452
2021-02-14,892742821121.6917
2021-02-15,915691608388.3682
2021-02-16,971134860559.7808
2021-02-17,960695182091.8146
2021-02-18,1042059680938.6029
2021-02-19,1041109012153.0286
2021-02-20,1070038963420.2745
2021-02-21,1007849151371.338
2021-02-22,910742666757.4773
2021-02-23,925891607050.7048
2021-02-24,877426612144.5209
2021-02-25,862281214699.9594
2021-02-26,860043071328.7462
2021-02-27,842136930043.7181
2021-02-28,924717184990.6602
2021-03-01,903128669780.1825
2021-03-02,938181727950.6991
2021-03-03,901022220881.0065
2021-03-04,908724377691.3083
2021-03-05,911278002619.9899
2021-03-06,950306375260.4486
2021-03-07,977286734835.446
2021-03-08,1023998092395.1947
2021-03-09,1041954227055.0061
2021-03-10,1077828556263.509
2021-03-11,1067311225850.3837
2021-03-12,1140596702123.4734
2021-03-13,1099798371370.9912
2021-03-14,1036789946032.58
2021-03-15,1061611932315.4138
2021-03-16,1098846984686.221
2021-03-17,1073934290984.288
2021-03-18,1081747843576.1769
2021-03-19,1083795862987.8328
2021-03-20,1069946634687.5828
2021-03-21,1008610180146.8296
2021-03-22,1013699917819.2424
2021-03-23,974385272498.2405
2021-03-24,956920132383.3809
2021-03-25,1026746710569.3541
2021-03-26,1041737862632.2715
2021-03-27,1040624267688.8073
2021-03-28,1075423365554.2662
2021-03-29,1097069038001.3978
2021-03-30,1096998877332.737
2021-03-31,1096217071088.0896
2021-04-01,1100972346876.374
2021-04-02,1065873047058.7261
2021-04-03,1086716665314.4064
2021-04-04,1105484930856.5818
2021-04-05,1083214012135.8629
2021-04-06,1044226217601.6625
2021-04-07,1084434393402.1268
2021-04-08,1084901404732.9865
2021-04-09,1116579188379.4897
2021-04-10,1120743344364.5444
2021-04-11,1117520225368.4233
2021-04-12,1187504050790.298
2021-04-13,1176503608640.848
2021-04-14,1181104574061.69
2021-04-15,1147228074539.434
2021-04-16,1122254208240.0654
2021-04-17,1049869263538.4694
2021-04-18,1039803547211.9849
2021-04-19,1054460935931.921
2021-04-20,1005380655671.0391
2021-04-21,965770472704.2493
2021-04-22,954457170028.3789
2021-04-23,935943060201.9037
2021-04-24,917024839994.7227
2021-04-25,1008616207962.6223
2021-04-26,1027980396832.7332
2021-04-27,1024734170106.6125
2021-04-28,1000642408964.0514
2021-04-29,1077989382592.159
2021-04-30,1081188518169.1129
2021-05-01,1058017857772.8604
2021-05-02,1068823238189.2142
2021-05-03,994949804848.5514
2021-05-04,1074738577197.2682
2021-05-05,1054540906743.9557
2021-05-06,1072265059249.4235
2021-05-07,1102543037916.5688
2021-05-08,1090104037549.5682
2021-05-09,1044858747086.283
2021-05-10,1060888735749.1746
2021-05-11,926077764352.148
2021-05-12,929302822264.2979
2021-05-13,932386136894.8456
2021-05-14,874785240435.0315
2021-05-15,868494344618.5359
2021-05-16,814529195400.1514
2021-05-17,801756783477.9424
2021-05-18,687535100340.8824
2021-05-19,758317642118.1537
2021-05-20,697645677237.7579
2021-05-21,700642502556.0457
2021-05-22,649401829874.3333
2021-05-23,725876547512.881
2021-05-24,717267753082.0438
2021-05-25,734556444440.5378
2021-05-26,720602629493.6316
2021-05-27,667344334807.4227
2021-05-28,647460218619.667
2021-05-29,666834202164.1301
2021-05-30,697049391996.411
2021-05-31,686137825673.0214
2021-06-01,702618881566.5436
2021-06-02,733799368650.4126
2021-06-03,689292100103.0391
2021-06-04,664476544263.6554
2021-06-05,669861291129.6528
2021-06-06,627974627129.0525
2021-06-07,624940093634.7734
2021-06-08,699503698355.6425
2021-06-09,686491904484.4326
2021-06-10,698310393880.045
2021-06-11,665037872873.1041
2021-06-12,730121227870.0535
2021-06-13,758088756009.5485
2021-06-14,751309053185.7979
2021-06-15,717548232142.5582
2021-06-16,712592267286.0624
2021-06-17,670575235885.5803
2021-06-18,664361113649.7975
2021-06-19,666328121827.7711
2021-06-20,591824332126.0164
2021-06-21,608963577477.9841
2021-06-22,630349761328.6455
2021-06-23,648208053464.7032
2021-06-24,591688210924.396
2021-06-25,604249085495.7518
2021-06-26,649684402352.4933
2021-06-27,645675039379.2539
2021-06-28,672594767524.242
2021-06-29,656244362740.8086
2021-06-30,627475240369.2313
2021-07-01,632629352228.0708
2021-07-02,649151186702.4551
2021-07-03,660767071975.0737
2021-07-04,631035193574.1133
2021-07-05,640931116119.7468
2021-07-06,634168203435.7305
2021-07-07,615632714730.4895
2021-07-08,633220192264.32
2021-07-09,627681922015.274
2021-07-10,641608230290.9509
2021-07-11,619836374516.6931
2021-07-12,613127609993.3673
2021-07-13,614558109966.5631
2021-07-14,597242371298.1772
2021-07-15,588064491176.0348
2021-07-16,590351195599.8616
2021-07-17,595465527055.5618
2021-07-18,577686555811.7135
2021-07-19,558089999377.6235
2021-07-20,602014949962.4182
2021-07-21,605207901137.0393
2021-07-22,630289598682.2639
2021-07-23,642128637027.9237
2021-07-24,663780565216.1626
2021-07-25,698135719666.7755
2021-07-26,739701986724.2578
2021-07-27,750340145774.5681
2021-07-28,750514631195.1945
2021-07-29,791786753570.2299
2021-07-30,777688786142.4601
2021-07-31,747196920741.4714
2021-08-01,734314366285.4082
2021-08-02,716220871297.3455
2021-08-03,745108973093.726
2021-08-04,766893008208.0461
2021-08-05,803678589720.3739
2021-08-06,836817387260.1328
2021-08-07,822102063216.8629
2021-08-08,868216814593.0499
2021-08-09,855307563557.3536
2021-08-10,853922579465.4661
2021-08-11,833292022998.4156
2021-08-12,896883953013.4646
2021-08-13,883850791697.8418
2021-08-14,882405577783.9453
2021-08-15,861518293254.6946
2021-08-16,838592814087.6895
2021-08-17,839221830725.4012
2021-08-18,877764005743.6088
2021-08-19,926200319820.2034
2021-08-20,917111495379.8569
2021-08-21,925368850009.9728
2021-08-22,929874159553.0907
2021-08-23,895425717094.847
2021-08-24,920287648395.3118
2021-08-25,879696635416.0596
2021-08-26,921454842926.8827
2021-08-27,918962344745.5352
2021-08-28,916290325133.9471
2021-08-29,882646515792.9097
2021-08-30,885577883167.4196
2021-08-31,917514444961.0305
2021-09-01,926125841090.9651
2021-09-02,939875430179.2075
2021-09-03,938666032958.0287
2021-09-04,973486147292.956
2021-09-05,990388879196.9988
2021-09-06,880703547060.5563
2021-09-07,865392992249.0193
2021-09-08,871397011796.1302
2021-09-09,843063598793.1561
2021-09-10,848892468482.2054
2021-09-11,864945664318.003
2021-09-12,844987135205.0471
2021-09-13,885222208505.0029
2021-09-14,904138438156.0001
2021-09-15,897856963794.1124
2021-09-16,889278370720.5038
2021-09-17,907727760199.4102
2021-09-18,888337977005.6831
2021-09-19,808874091605.9326
2021-09-20,766073048855.9103
2021-09-21,818592801980.1805
2021-09-22,843420918992.795
2021-09-23,805753083120.648
2021-09-24,802711881847.6411
2021-09-25,811881678742.9
2021-09-26,793396724005.2877
2021-09-27,771788364099.6172
2021-09-28,780923711755.2584
2021-09-29,823997306428.2084
2021-09-30,905211162145.6857
2021-10-01,896588721265.8748
2021-10-02,907085882864.4742
2021-10-03,926274160508.4539
2021-10-04,968393035768.2477
2021-10-05,1040573616770.9269
2021-10-06,1012978758443.6715
2021-10-07,1015715286648.6803
2021-10-08,1034463243751.7632
2021-10-09,1029799331847.2719
2021-10-10,1082219557227.3661
2021-10-11,1054741788559.0608
2021-10-12,1080008096081.0353
2021-10-13,1080351309514.0919
2021-10-14,1161319508310.911
2021-10-15,1147361854424.0488
2021-10-16,1158889450917.5593
2021-10-17,1168274725092.397
2021-10-18,1210864891282.2983
2021-10-19,1243382375307.9546
2021-10-20,1172480965814.983
2021-10-21,1144060620267.606
2021-10-22,1154978523866.239
2021-10-23,1146942630235.4863
2021-10-24,1188566976673.8591
2021-10-25,1136045357204.5896
2021-10-26,1101429231489.9548
2021-10-27,1142317443454.332
2021-10-28,1173897290745.5662
2021-10-29,1166744330786.4495
2021-10-30,1156490890807.1973
2021-10-31,1148386479671.1562
2021-11-01,1192705010563.128
2021-11-02,1186434880148.6611
2021-11-03,1158727392988.8682
2021-11-04,1150590604864.7349
2021-11-05,1159970127217.3792
2021-11-06,1193717416322.5615
2021-11-07,1274405768972.4197
2021-11-08,1262851470319.9836
2021-11-09,1224013241362.8853
2021-11-10,1221851496840.5916
2021-11-11,1209506133514.088
2021-11-12,1214033127505.5425
2021-11-13,1235957530268.6836
2021-11-14,1200073127732.1035
2021-11-15,1133523230385.3706
2021-11-16,1138318399096.0828
2021-11-17,1073608353463.5359
2021-11-18,1095368646850.5127
2021-11-19,1126265898799.4353
2021-11-20,1106814281940.442
2021-11-21,1061856504016.1394
2021-11-22,1085757390929.459
2021-11-23,1078533496756.7357
2021-11-24,1112655064476.425
2021-11-25,1014861396051.7185
2021-11-26,1033050108976.8384
2021-11-27,1081376546906.5143
2021-11-28,1091281672085.6842
2021-11-29,1075304723959.2091
2021-11-30,1079713354553.9894
2021-12-01,1066766271933.037
2021-12-02,1012541268793.6237
2021-12-03,928428631602.554
2021-12-04,933213867124.5771
2021-12-05,952671665926.6997
2021-12-06,955571088918.5352
2021-12-07,953289101276.7092
2021-12-08,898216548351.5685
2021-12-09,890510458277.8918
2021-12-10,932431794993.3223
2021-12-11,945346257188.1954
2021-12-12,881968787163.2024
2021-12-13,912702369866.7339
2021-12-14,922930349557.415
2021-12-15,899653734616.1078
2021-12-16,871395793004.9923
2021-12-17,884571249700.9797
2021-12-18,881604479586.9932
2021-12-19,885813272174.5883
2021-12-20,923565286697.2115
2021-12-21,918059654736.0636
2021-12-22,960104977708.2097
2021-12-23,960134784351.015
2021-12-24,952401286126.6515
2021-12-25,959232786788.9484
2021-12-26,958099093589.7001
2021-12-27,898247267838.2393
2021-12-28,878060944196.2041
2021-12-29,890216687145.4766
2021-12-30,873197438653.2594
2021-12-31,901720602230.9193
2022-01-01,893554588121.0297
2022-01-02,877744568425.4086
2022-01-03,865956128401.6073
2022-01-04,820923551562.9915
2022-01-05,814224995086.2211
2022-01-06,785464368174.8553
2022-01-07,788101683646.4502
2022-01-08,791193329101.7118
2022-01-09,790455318638.9114
2022-01-10,807574947754.22
2022-01-11,829870692254.1356
2022-01-12,804936566808.7914
2022-01-13,814426887945.304
2022-01-14,814666800789.0308
2022-01-15,814704512970.5536
2022-01-16,798246040797.4066
2022-01-17,801177706628.6864
2022-01-18,788025402786.0215
2022-01-19,769353387927.0115
2022-01-20,689842783736.3254
2022-01-21,663432476985.8867
2022-01-22,685731939780.5227
2022-01-23,693690986068.227
2022-01-24,698933280515.2317
2022-01-25,696897750525.4962
2022-01-26,702943069146.6041
2022-01-27,713561955569.8467
2022-01-28,722160931507.6454
2022-01-29,717278431179.5713
2022-01-30,727871605876.2742
2022-01-31,732503376119.5068
2022-02-01,699006813552.2157
2022-02-02,706460049381.0491
2022-02-03,786711893106.0237
2022-02-04,783860292370.1548
2022-02-05,802259746062.7651
2022-02-06,830048587078.9249
2022-02-07,834451109292.3403
2022-02-08,840438504135.5359
2022-02-09,823914382194.2201
2022-02-10,802949182554.6315
2022-02-11,799457018038.9159
2022-02-12,796609013240.9528
2022-02-13,805514372206.2189
2022-02-14,843582205137.1298
2022-02-15,831414226886.121
2022-02-16,768139726911.0161
2022-02-17,757818420728.2218
2022-02-18,759573272457.7603
2022-02-19,727330685120.779
2022-02-20,701596849932.8345
2022-02-21,723946898331.8613
2022-02-22,706189436262.4015
2022-02-23,725996839621.961
2022-02-24,742962501662.2546
2022-02-25,741259537030.1544
2022-02-26,714499864017.7157
2022-02-27,817497168357.9762
2022-02-28,841624422253.289
2022-03-01,832399370890.8276
2022-03-02,804858317581.7241
2022-03-03,742288317900.3182
2022-03-04,746320577994.1356
2022-03-05,728304609422.541
2022-03-06,719919864451.9061
2022-03-07,734112182697.7686
2022-03-08,795123528626.0989
2022-03-09,747375516150.7013
2022-03-10,734273201154.3
2022-03-11,735807724707.8389
2022-03-12,716659748876.6688
2022-03-13,752080469859.8574
2022-03-14,745028949903.4547
2022-03-15,779361078233.4894
2022-03-16,776499147457.3436
2022-03-17,792165710922.0901
2022-03-18,800696414528.0792
2022-03-19,783072028954.0706
2022-03-20,777850805195.9655
2022-03-21,803834340155.1599
2022-03-22,813596600617.5836
2022-03-23,834584344262.7277
2022-03-24,840768199368.3823
2022-03-25,844923642277.6091
2022-03-26,888601135138.4774
2022-03-27,894504426423.0679
2022-03-28,900360110320.0546
2022-03-29,893192257004.6655
2022-03-30,864057973445.4879
2022-03-31,877955210169.0906
2022-04-01,869710266179.9294
2022-04-02,880792952071.1685
2022-04-03,884206623200.1554
2022-04-04,864023429348.9725
2022-04-05,819710039029.2291
2022-04-06,824672062158.0248
2022-04-07,802463711379.0186
2022-04-08,811581180245.4288
2022-04-09,800450958708.8386
2022-04-10,750663905124.176
2022-04-11,760920507676.8136
2022-04-12,780931297567.019
2022-04-13,758711829644.5327
2022-04-14,769906306717.362
2022-04-15,767048800922.9095
2022-04-16,753709297477.1354
2022-04-17,774686151834.8693
2022-04-18,788061926364.621
2022-04-19,785787986532.5741
2022-04-20,768992434117.3656
2022-04-21,754491935597.6449
2022-04-22,749565341011.9862
2022-04-23,749951484142.1656
2022-04-24,768142481077.0385
2022-04-25,724553725123.6176
2022-04-26,745274721762.7642
2022-04-27,755203659948.7539
2022-04-28,733800418960.0697
2022-04-29,715524126968.0747
2022-04-30,731097129654.3535
2022-05-01,732201243509.9314
2022-05-02,717225828730.3822
2022-05-03,754376263791.1544
2022-05-04,695138086622.5411
2022-05-05,684574639519.3701
2022-05-06,674142571996.8641
2022-05-07,647076835797.6832
2022-05-08,571829981427.0175
2022-05-09,589647990447.3817
2022-05-10,551283214358.4292
2022-05-11,550128711511.9498
2022-05-12,556487788746.7876
2022-05-13,570880462291.9843
2022-05-14,594250805376.6938
2022-05-15,567541674565.2886
2022-05-16,578381130653.4202
2022-05-17,545683961581.65326
2022-05-18,575851529146.7365
2022-05-19,555077126052.8407
2022-05-20,559392096008.6807
2022-05-21,575541012299.4755
2022-05-22,553176730197.739
2022-05-23,563481267371.7706
2022-05-24,561587149240.9236
2022-05-25,555086569706.157
2022-05-26,544154469060.5068
2022-05-27,551778218013.1372
2022-05-28,560042080830.9387
2022-05-29,603068874311.6693
2022-05-30,604637825155.0782
2022-05-31,567341698826.0347
2022-06-01,578868331884.7849
2022-06-02,565087025323.2953
2022-06-03,567913506222.8854
2022-06-04,569084984780.1891
2022-06-05,596762686388.125
2022-06-06,591735319821.4141
2022-06-07,574772175517.6329
2022-06-08,572760811427.496
2022-06-09,553636862001.4803
2022-06-10,540850260500.00476
2022-06-11,505539889105.83966
2022-06-12,427630793251.7154
2022-06-13,421030682296.17883
2022-06-14,429256082902.26385
2022-06-15,388537926005.05066
2022-06-16,389234281276.5589
2022-06-17,361030508422.0038
2022-06-18,390878564966.0244
2022-06-19,391199049224.43463
2022-06-20,394304433495.3729
2022-06-21,380374437862.3991
2022-06-22,401548763326.6643
2022-06-23,404172879035.4881
2022-06-24,409071952615.83545
2022-06-25,400792354009.77386
2022-06-26,394836571210.73456
2022-06-27,385991318967.0476
2022-06-28,382898877221.49316
2022-06-29,379770935984.01245
2022-06-30,366928716009.78796
2022-07-01,366368098666.62634
2022-07-02,367698652967.9251
2022-07-03,385140472097.10864
2022-07-04,384184754029.7267
2022-07-05,391483750518.917
2022-07-06,411755304515.71936
2022-07-07,411493595922.4716
2022-07-08,411340990762.658
2022-07-09,397456260882.4958
2022-07-10,380351561964.1697
2022-07-11,368285584516.8593
2022-07-12,385496699953.1614
2022-07-13,392211215671.7099
2022-07-14,397075152584.18463
2022-07-15,404076753380.78217
2022-07-16,396666819643.1803
2022-07-17,427863643796.4273
2022-07-18,445980641606.9441
2022-07-19,443080507803.4562
2022-07-20,441578237437.2807
2022-07-21,432780326893.4412
2022-07-22,428519827912.84924
2022-07-23,430803826970.4818
2022-07-24,406631150621.209
2022-07-25,405478809572.6537
2022-07-26,437930009936.64453
2022-07-27,454906197874.11755
2022-07-28,453868979404.09717
2022-07-29,451323300086.427
2022-07-30,444999105294.9865
2022-07-31,444212607230.7263
2022-08-01,438665303714.6351
2022-08-02,435679427004.27124
2022-08-03,431892961199.78296
2022-08-04,445045400895.7483
2022-08-05,438352952930.1335
2022-08-06,442506679663.42505
2022-08-07,454635988880.7761
2022-08-08,442175262470.5889
2022-08-09,457341184800.95123
2022-08-10,457331747970.0643
2022-08-11,466031530712.69604
2022-08-12,466918955676.2748
2022-08-13,464322826923.75134
2022-08-14,460415944914.5486
2022-08-15,455702319078.9218
2022-08-16,445832908412.3747
2022-08-17,443118031600.1162
2022-08-18,397996512815.45624
2022-08-19,403829345306.3579
2022-08-20,410957993734.067
2022-08-21,408817821193.8704
2022-08-22,411130480998.75696
2022-08-23,408172040247.2657
2022-08-24,412025796906.18134
2022-08-25,386882120885.1316
2022-08-26,382922644583.6378
2022-08-27,373796511711.0796
2022-08-28,387715849020.87006
2022-08-29,378729680996.25366
2022-08-30,383329037669.80084
2022-08-31,384795385968.1365
2022-09-01,381502753821.73663
2022-09-02,379222901325.49194
2022-09-03,382403028119.25226
2022-09-04,378402603242.18744
2022-09-05,359376739699.8937
2022-09-06,368668318280.0907
2022-09-07,369392138524.96655
2022-09-08,408357082768.88153
2022-09-09,413924581630.49536
2022-09-10,417450492893.1812
2022-09-11,428224667480.52545
2022-09-12,386124243267.40405
2022-09-13,386978999317.4372
2022-09-14,376905837859.3754
2022-09-15,378740481306.3273
2022-09-16,384739934950.5139
2022-09-17,371482118784.4586
2022-09-18,373601361541.0858
2022-09-19,361206890829.2657
2022-09-20,353288867920.6517
2022-09-21,370861953236.1445
2022-09-22,369122964100.4047
2022-09-23,362307632610.838
2022-09-24,360047048211.6564
2022-09-25,367943790112.43964
2022-09-26,365377119456.3386
2022-09-27,371248544724.9417
2022-09-28,374940603302.4844
2022-09-29,371796616691.8275
2022-09-30,369848828537.52704
2022-10-01,364767187933.666
2022-10-02,375772990202.818
2022-10-03,389182578112.34143
2022-10-04,386014289760.16406
2022-10-05,382348621500.8565
2022-10-06,374192949991.69244
2022-10-07,371970069324.3084
2022-10-08,372441392380.97363
2022-10-09,366492808663.6038
2022-10-10,365075073459.22437
2022-10-11,366954508157.3615
2022-10-12,371123836639.48773
2022-10-13,368019519139.2018
2022-10-14,365544423798.63007
2022-10-15,369046001514.7607
2022-10-16,374482642953.99286
2022-10-17,370410058446.4533
2022-10-18,366748374671.0875
2022-10-19,364943169550.5667
2022-10-20,367194291737.9149
2022-10-21,367931058010.58826
2022-10-22,374932509432.96375
2022-10-23,370483939511.1305
2022-10-24,384873178825.78314
2022-10-25,397602224724.23914
2022-10-26,389519414059.7708
2022-10-27,394578313056.81366
2022-10-28,398799007624.3629
2022-10-29,395530400378.43616
2022-10-30,392848667508.2617
2022-10-31,392689715355.64325
2022-11-01,386360522874.3257
2022-11-02,387548053185.0938
2022-11-03,405362541426.84174
2022-11-04,408502023484.43097
2022-11-05,401039780912.95154
2022-11-06,394940933269.28125
2022-11-07,356084725619.3497
2022-11-08,306809393131.17926
2022-11-09,335902339767.46405
2022-11-10,326815227258.27747
2022-11-11,321611482845.7573
2022-11-12,313244689706.6222
2022-11-13,317923413847.55426
2022-11-14,323635712757.7332
2022-11-15,319630341482.8462
2022-11-16,319935300134.6366
2022-11-17,320180981865.0439
2022-11-18,320008553279.0691
2022-11-19,312279566049.31067
2022-11-20,302662627633.30975
2022-11-21,310489484690.83264
2022-11-22,318234712920.46204
2022-11-23,318497128952.864
2022-11-24,316736477578.8048
2022-11-25,315906998574.0847
2022-11-26,315314643949.6437
2022-11-27,311092004906.5911
2022-11-28,315582519658.44183
2022-11-29,329247215312.3004
2022-11-30,326112801231.85474
2022-12-01,328026275452.75165
2022-12-02,324514675020.7042
2022-12-03,328522946641.9436
2022-12-04,326106895925.48456
2022-12-05,327998869288.34894
2022-12-06,323525800836.8643
2022-12-07,330462834921.20294
2022-12-08,329136152035.9669
2022-12-09,329102943732.9832
2022-12-10,328294937121.7577
2022-12-11,330420768252.92816
2022-12-12,341334428830.4428
2022-12-13,342143998622.6585
2022-12-14,334177401432.8133
2022-12-15,320181392870.5616
2022-12-16,322297524810.5119
2022-12-17,321782020727.71136
2022-12-18,316093053616.98724
2022-12-19,324638907835.2686
2022-12-20,323491480366.5375
2022-12-21,323284646345.8439
2022-12-22,322574213469.3456
2022-12-23,323720015666.1746
2022-12-24,323602514691.7396
2022-12-25,325264962724.05615
2022-12-26,321198713617.62067
2022-12-27,318097965542.13684
2022-12-28,319687855012.46387
2022-12-29,319172329511.42053
2022-12-30,317988092944.69965
2022-12-31,319424509271.5218
2023-01-01,320533852054.01495
2023-01-02,320638570636.65216
2023-01-03,324056194008.05994
2023-01-04,323665098255.4847
2023-01-05,325915028127.13684
2023-01-06,325963665627.89734
2023-01-07,329380928602.4727
2023-01-08,330468938412.0331
2023-01-09,335131277162.7127
2023-01-10,344436649891.72473
2023-01-11,361932797357.1219
2023-01-12,381530193703.771
2023-01-13,403086601659.836
2023-01-14,401607816343.67126
2023-01-15,407732670547.0242
2023-01-16,406678424113.1455
2023-01-17,398251415428.7812
2023-01-18,405306726186.58777
2023-01-19,435287295119.46155
2023-01-20,438309998131.90063
2023-01-21,437425796674.2115
2023-01-22,441005433755.1088
2023-01-23,436143761401.92975
2023-01-24,443676784560.98334
2023-01-25,443188966328.6369
2023-01-26,444294882261.28564
2023-01-27,443608705342.778
2023-01-28,457038947414.0409
2023-01-29,440216286297.4163
2023-01-30,444980174203.0577
2023-01-31,456681362219.07935
2023-02-01,452812755188.66675
2023-02-02,451534736307.89386
2023-02-03,449265422377.40045
2023-02-04,442223870249.60675
2023-02-05,438573448022.55676
2023-02-06,447586560569.7105
2023-02-07,442849442421.6548
2023-02-08,420567174067.59814
2023-02-09,417009296401.57526
2023-02-10,420871173557.2739
2023-02-11,419884028736.39075
2023-02-12,419783141317.7476
2023-02-13,427520653722.0977
2023-02-14,467358539373.27985
2023-02-15,454586862552.5196
2023-02-16,473242450610.818
2023-02-17,475292626655.4228
2023-02-18,468363035625.39716
2023-02-19,478914318231.5783
2023-02-20,471855081061.7102
2023-02-21,466392586464.2322
2023-02-22,462292237893.0869
2023-02-23,447878801488.9854
2023-02-24,446430350923.0888
2023-02-25,453883034538.1505
2023-02-26,452940469340.4807
2023-02-27,446632020309.0834
2023-02-28,455929499268.6911
2023-03-01,452599065186.7474
2023-03-02,431212008290.2035
2023-03-03,431374172657.4183
2023-03-04,432791025952.0177
2023-03-05,432276438766.3554
2023-03-06,428434102758.524
2023-03-07,419049066130.70465
2023-03-08,393701815992.1133
2023-03-09,389700682587.8932
2023-03-10,397492942186.49207
2023-03-11,426694229879.5289
2023-03-12,465683968788.21783
2023-03-13,477664060606.1308
2023-03-14,470955744126.0795
2023-03-15,482063518359.4012
2023-03-16,527884094902.23047
2023-03-17,521339814506.744
2023-03-18,540816809524.6327
2023-03-19,536379742444.4449
2023-03-20,543597092886.6447
2023-03-21,528027008181.555
2023-03-22,545645965601.8524
2023-03-23,531823845063.5425
2023-03-24,531172917887.6729
2023-03-25,539843536704.3693
2023-03-26,524972078119.699
2023-03-27,526103639592.39166
2023-03-28,546454587880.31
2023-03-29,542430484678.5593
2023-03-30,549330056509.63776
2023-03-31,550302920727.4698
2023-04-01,544772936437.3226
2023-04-02,537145120182.28143
2023-04-03,543260661737.30457
2023-04-04,544885633061.1763
2023-04-05,541935960659.3058
2023-04-06,539978619748.73956
2023-04-07,540530149930.4448
2023-04-08,547422776763.8835
2023-04-09,572140506061.1631
2023-04-10,583980357967.9966
2023-04-11,578100629278.4741
2023-04-12,587127516718.6718
2023-04-13,589311813059.0557
2023-04-14,586504982141.4381
2023-04-15,586311922312.1278
2023-04-16,569589706345.9465
2023-04-17,586343572324.7626
2023-04-18,558452754067.9012
2023-04-19,547009209270.0757
2023-04-20,528131365607.8398
2023-04-21,536683747369.8804
2023-04-22,533383133689.8301
2023-04-23,532047528707.65564
2023-04-24,545857017761.2841
2023-04-25,549533047293.52765
2023-04-26,569443210024.925
2023-04-27,567464631655.6597
2023-04-28,565990412904.2273
2023-04-29,565545999185.7965
2023-04-30,543411916591.86237
2023-05-01,553932305544.6788
2023-05-02,561230420660.8888
2023-05-03,558610429222.4126
2023-05-04,570940379189.7926
2023-05-05,560082320770.6742
2023-05-06,552015147273.8109
2023-05-07,536870166989.5234
2023-05-08,535998269884.2629
2023-05-09,534308658795.2972
2023-05-10,522416733118.5854
2023-05-11,518490784198.9238
2023-05-12,518225561385.661
