,vol_bitfinex_by_supply_btc
2015-10-22,3.858889515920055e-06
2015-10-23,3.3344993795744556e-06
2015-10-24,9.539392074829198e-06
2015-10-25,4.05294917055339e-06
2015-10-26,6.1538973483010895e-06
2015-10-27,7.916288732828916e-06
2015-10-28,1.1015006153234527e-05
2015-10-29,1.2963175960189422e-05
2015-10-30,9.264270151136589e-06
2015-10-31,5.286127912893878e-06
2015-11-01,1.3244285707184418e-05
2015-11-02,2.8731117702728325e-05
2015-11-03,4.539134287258142e-05
2015-11-04,2.761597593486528e-05
2015-11-05,1.92244812675272e-05
2015-11-06,6.0514874180624554e-06
2015-11-07,5.578815900918999e-06
2015-11-08,6.780140027344866e-06
2015-11-09,1.764103612667967e-05
2015-11-10,2.5239340916699344e-05
2015-11-11,1.146872001704655e-05
2015-11-12,5.979438610633319e-06
2015-11-13,4.113409930306227e-06
2015-11-14,6.655537187496494e-06
2015-11-15,5.234667455917102e-06
2015-11-16,5.447535393269244e-06
2015-11-17,3.136946237807438e-06
2015-11-18,3.910277787324414e-06
2015-11-19,6.306250456201326e-06
2015-11-20,2.156222660404046e-06
2015-11-21,1.4639529218946975e-06
2015-11-22,1.6182088686459272e-06
2015-11-23,2.0215181855626673e-06
2015-11-24,4.210838417231301e-06
2015-11-25,1.5498862650498103e-05
2015-11-26,6.548011231463018e-06
2015-11-27,3.6477668840451814e-06
2015-11-28,4.6465299436320155e-06
2015-11-29,8.468141693296645e-06
2015-11-30,8.16707218057972e-06
2015-12-01,5.8985125236117096e-06
2015-12-02,5.092779521583823e-06
2015-12-03,2.705361842236655e-06
2015-12-04,7.955837287754442e-06
2015-12-05,1.0427195251719613e-05
2015-12-06,5.689562006690862e-06
2015-12-07,5.291640775422497e-06
2015-12-08,8.341919439647451e-06
2015-12-09,3.4413524198328465e-06
2015-12-10,1.112418109293875e-05
2015-12-11,1.60839265364756e-05
2015-12-12,5.195658756662656e-06
2015-12-13,4.11711713065764e-06
2015-12-14,5.939571635612805e-06
2015-12-15,9.86019366768223e-06
2015-12-16,2.6225658708760897e-06
2015-12-17,3.904649325912677e-06
2015-12-18,3.069907999252645e-06
2015-12-19,6.994086052168145e-06
2015-12-20,6.594805769021635e-06
2015-12-21,2.8407322568117806e-06
2015-12-22,2.483920177444629e-06
2015-12-23,2.909559059080827e-06
2015-12-24,2.223412510274625e-06
2015-12-25,1.543806872090447e-05
2015-12-26,4.387521527314276e-06
2015-12-27,3.847710153578951e-06
2015-12-28,3.404621858614475e-06
2015-12-29,3.490559744113126e-06
2015-12-30,3.318828862009106e-06
2015-12-31,2.005799976940003e-06
2016-01-01,9.748916655878954e-07
2016-01-02,2.977445229596435e-06
2016-01-03,1.988657622713712e-06
2016-01-04,1.719390801843694e-06
2016-01-05,1.4616888376812855e-06
2016-01-06,8.042995177673201e-06
2016-01-07,4.390596463368451e-06
2016-01-08,1.3237594958382234e-06
2016-01-09,2.037525678796033e-06
2016-01-10,2.192544124720533e-06
2016-01-11,3.1809017637147824e-06
2016-01-12,5.099255227108151e-06
2016-01-13,2.056093152749049e-06
2016-01-14,2.2894253777658828e-05
2016-01-15,1.2660669575444736e-05
2016-01-16,3.607955230447349e-06
2016-01-17,3.3429269613934795e-06
2016-01-18,3.018154196368023e-06
2016-01-19,1.31064740902579e-05
2016-01-20,4.685683212322563e-06
2016-01-21,1.0803768651790105e-05
2016-01-22,3.6831696974771153e-06
2016-01-23,3.817879506561087e-06
2016-01-24,3.836788833376557e-06
2016-01-25,2.251794003281131e-06
2016-01-26,1.4304986317480206e-06
2016-01-27,4.367111649976108e-06
2016-01-28,1.088637211582657e-05
2016-01-29,1.842026484212875e-06
2016-01-30,2.6837441421558385e-06
