,vol_bitfinex_by_supply_btc
2019-09-27,4.657799380782981e-08
2019-09-28,4.63098300871981e-08
2019-09-29,8.134216666586603e-08
2019-09-30,4.015894770243015e-08
2019-10-01,2.386190451401714e-08
2019-10-02,2.618982415161058e-08
2019-10-03,2.1432184279052273e-08
2019-10-04,2.3059176607431822e-08
2019-10-05,4.3335603515800754e-08
2019-10-06,5.6381874311359386e-08
2019-10-07,2.4889504292332425e-08
2019-10-08,5.976543671026947e-08
2019-10-09,2.91103563029439e-08
2019-10-10,4.223307486251988e-08
2019-10-11,1.290770820764906e-08
2019-10-12,2.7937973125795682e-08
2019-10-13,1.7261133198154915e-08
2019-10-14,2.353732271386591e-08
2019-10-15,5.152780970827657e-08
2019-10-16,2.0069444666684027e-08
2019-10-17,3.8594853224151724e-08
2019-10-18,2.5051007075848074e-08
2019-10-19,3.377233924430152e-08
2019-10-20,2.352735446751371e-08
2019-10-21,2.7088486401350614e-08
2019-10-22,1.023068235026609e-07
2019-10-23,4.699630984284175e-08
2019-10-24,1.1581046371406478e-07
2019-10-25,2.0109293233103152e-07
2019-10-26,6.827132667549246e-08
2019-10-27,5.7104760777345744e-08
2019-10-28,4.416018756137641e-08
2019-10-29,3.4267846859603555e-08
2019-10-30,3.70331047127786e-08
2019-10-31,2.5792244262161484e-08
2019-11-01,2.2937060511274227e-08
2019-11-02,2.5028674865328826e-08
2019-11-03,4.751052281078023e-08
2019-11-04,2.1157034111634052e-08
2019-11-05,2.1381411556665407e-08
2019-11-06,2.5504142302920826e-08
2019-11-07,5.244289352597086e-08
2019-11-08,1.2610207415081971e-08
2019-11-09,2.9342692873633866e-08
2019-11-10,2.7622296308168684e-08
2019-11-11,2.277515133620492e-08
2019-11-12,9.372136434518571e-09
2019-11-13,2.2497985139705977e-08
2019-11-14,3.584964356341892e-08
2019-11-15,1.6324094167063486e-08
2019-11-16,1.9577742640310816e-08
2019-11-17,4.952856696101691e-08
2019-11-18,2.7785836129734966e-08
2019-11-19,1.6226703675118192e-08
2019-11-20,7.527855422806066e-08
2019-11-21,1.565711502698036e-07
2019-11-22,3.999873019512293e-08
2019-11-23,7.536371393387185e-08
2019-11-24,1.5559926707080076e-07
2019-11-25,4.280665608931902e-08
2019-11-26,1.0577134121336116e-07
2019-11-27,3.3412463372372155e-08
2019-11-28,5.40050112155633e-08
2019-11-29,3.756701930664898e-08
2019-11-30,5.164980930936032e-08
2019-12-01,3.621457730711999e-08
2019-12-02,2.0272187226395914e-08
2019-12-03,9.489987536260733e-08
2019-12-04,3.929316394056238e-08
2019-12-05,4.4419768419865823e-08
2019-12-06,1.3275711295724932e-08
2019-12-07,3.516483230163896e-08
2019-12-08,5.538748778234163e-08
2019-12-09,3.144150831676438e-08
2019-12-10,3.179594972175738e-08
2019-12-11,4.646556478912325e-08
2019-12-12,2.3422939175425107e-08
2019-12-13,2.8994842224453066e-08
2019-12-14,3.018172469078151e-08
2019-12-15,1.1421512805542063e-07
2019-12-16,1.1567651099781321e-07
2019-12-17,1.0926560874495158e-07
2019-12-18,4.841192238659781e-08
2019-12-19,4.718363897675492e-08
2019-12-20,1.827956483326673e-08
2019-12-21,2.7335337193344843e-08
2019-12-22,5.5022914458858554e-08
2019-12-23,3.555642310155486e-08
2019-12-24,2.901826818854981e-08
2019-12-25,3.7948137196404326e-08
2019-12-26,3.2288508014672206e-08
2019-12-27,2.1801173731157665e-08
2019-12-28,1.912424752443886e-08
2019-12-29,3.216608516111477e-08
2019-12-30,2.4222112392287053e-08
2019-12-31,1.6679498299966137e-08
2020-01-01,4.022539355003597e-08
2020-01-02,5.241810986989621e-08
2020-01-03,3.2963326107171386e-08
2020-01-04,3.473057437918379e-08
2020-01-05,6.671221093651333e-08
2020-01-06,9.407672919159472e-08
2020-01-07,8.28638610906699e-08
2020-01-08,3.4140959757698425e-08
2020-01-09,5.6662835982945365e-08
2020-01-10,3.131866677001255e-08
2020-01-11,2.331217060310267e-08
2020-01-12,1.9462321459531678e-08
2020-01-13,1.2610814637136638e-07
2020-01-14,6.09168974611039e-08
2020-01-15,3.498894045956088e-08
2020-01-16,7.541082097883836e-08
2020-01-17,2.680263160541047e-08
2020-01-18,8.180522334771015e-08
2020-01-19,2.746304568832016e-08
2020-01-20,2.1222601918494072e-08
2020-01-21,1.6630467730565256e-08
2020-01-22,4.222931261011842e-08
2020-01-23,2.3576120905965123e-08
2020-01-24,1.4941319659533883e-08
2020-01-25,2.3847714365796963e-08
2020-01-26,4.2838167103314885e-08
2020-01-27,5.651990796353022e-08
2020-01-28,2.9102070539885494e-08
2020-01-29,5.844360158807112e-08
2020-01-30,2.9523617753320627e-08
2020-01-31,1.5390435570681788e-08
2020-02-01,3.903120766682644e-08
2020-02-02,4.189896340273732e-08
2020-02-03,2.5399878020014326e-08
2020-02-04,6.619024109786981e-08
2020-02-05,5.002062253875096e-08
2020-02-06,2.249551424445979e-08
2020-02-07,3.300630164135387e-08
2020-02-08,5.558177068017959e-08
2020-02-09,4.9286458487631404e-08
2020-02-10,4.776088390840298e-08
2020-02-11,5.145927776776059e-08
2020-02-12,5.202880389213806e-08
2020-02-13,2.3409265091208617e-08
2020-02-14,3.6650254222495004e-08
2020-02-15,3.913818929778069e-08
2020-02-16,5.432546500421828e-08
2020-02-17,4.557554843422402e-08
2020-02-18,8.220999860630469e-08
2020-02-19,3.83440110442586e-08
2020-02-20,6.453244429889517e-08
2020-02-21,1.3393849014933062e-08
2020-02-22,4.188941631740274e-08
2020-02-23,3.863604176260371e-08
2020-02-24,5.107369857982274e-08
2020-02-25,9.580746001969593e-08
2020-02-26,5.55067462370508e-08
2020-02-27,4.859670022923609e-08
2020-02-28,1.8511172545758414e-08
2020-02-29,3.6547384575644484e-08
2020-03-01,3.372522421645113e-08
2020-03-02,3.497290319407466e-08
2020-03-03,2.673644589464976e-08
2020-03-04,3.640938100009355e-08
2020-03-05,1.9528938192456853e-08
2020-03-06,2.8788574252769637e-08
2020-03-07,1.8023700480384987e-07
2020-03-08,1.6777398590333486e-07
2020-03-09,8.568070549812613e-08
2020-03-10,9.57706078406011e-08
2020-03-11,1.4251304662548634e-06
2020-03-12,1.1320413944420802e-06
2020-03-13,2.0507003143044888e-07
2020-03-14,2.550154153464034e-07
2020-03-15,4.829336278484872e-07
2020-03-16,2.0712837760097836e-07
2020-03-17,2.209943656645959e-07
2020-03-18,2.88506770693122e-07
2020-03-19,2.833463349352767e-07
2020-03-20,1.1734294176779753e-07
2020-03-21,1.5686851268768017e-07
2020-03-22,1.6993432816702245e-07
2020-03-23,1.4784023654937913e-07
2020-03-24,1.1836893189277538e-07
2020-03-25,5.64793306951578e-08
2020-03-26,9.924587877521706e-08
2020-03-27,1.1573764400171526e-07
2020-03-28,1.0669347592246458e-07
2020-03-29,1.0899396959570425e-07
2020-03-30,5.0058984987071865e-08
2020-03-31,9.465012730744072e-08
2020-04-01,1.6883154872606403e-07
2020-04-02,8.280697015296378e-08
2020-04-03,5.874468825467322e-08
2020-04-04,4.783353950136998e-08
2020-04-05,1.1481504812049826e-07
2020-04-06,9.603092023013764e-08
2020-04-07,6.258858337457662e-08
2020-04-08,5.8897337450102984e-08
2020-04-09,1.2813923578568954e-07
2020-04-10,3.269748884887275e-08
2020-04-11,7.1367599991597e-08
2020-04-12,1.0371672673212503e-07
2020-04-13,3.543115543747847e-08
2020-04-14,5.128249691395821e-08
2020-04-15,1.410037673807768e-07
2020-04-16,3.708951062529336e-08
2020-04-17,4.0178744943348173e-08
2020-04-18,3.6718993056827315e-08
2020-04-19,8.224462606946178e-08
2020-04-20,5.384604686259387e-08
2020-04-21,4.0414125230905824e-08
2020-04-22,1.2665339691827977e-07
2020-04-23,6.723932561938123e-08
2020-04-24,3.923648397311825e-08
2020-04-25,4.097101981812059e-08
2020-04-26,5.1286618786799414e-08
2020-04-27,4.2438828189070974e-08
2020-04-28,2.16351701027994e-07
2020-04-29,2.0451476591588153e-07
2020-04-30,5.043759111704548e-08
2020-05-01,3.20407592108715e-08
2020-05-02,6.212379008385486e-08
2020-05-03,5.902394878995038e-08
2020-05-04,4.828655595552923e-08
2020-05-05,5.433838747007254e-08
2020-05-06,1.1441884338544762e-07
2020-05-07,7.250405998095659e-08
2020-05-08,4.935911162046687e-08
2020-05-09,1.7427292648925701e-07
2020-05-10,1.3643729560770435e-07
2020-05-11,3.6331707974070975e-08
2020-05-12,6.112980995276565e-08
2020-05-13,7.761422327748533e-08
2020-05-14,7.080504664867383e-08
2020-05-15,2.5173386270592153e-08
2020-05-16,5.765255920601923e-08
2020-05-17,5.3496798073940836e-08
2020-05-18,3.238036493871761e-08
2020-05-19,6.032399552705026e-08
2020-05-20,7.14074848925264e-08
2020-05-21,2.419039516090078e-08
2020-05-22,1.6536396964799426e-08
2020-05-23,4.43574488984093e-08
2020-05-24,3.798985489874989e-08
2020-05-25,2.6308792646932177e-08
2020-05-26,3.492906072454829e-08
2020-05-27,4.6332637345783296e-08
2020-05-28,2.4007363437860915e-08
2020-05-29,3.639347512614386e-08
2020-05-30,2.265473516344412e-08
2020-05-31,7.949766421289087e-08
2020-06-01,1.3946153918854152e-07
2020-06-02,1.6083185353544027e-08
2020-06-03,2.510302112589004e-08
2020-06-04,2.1679815558723658e-08
2020-06-05,1.1839367016808458e-08
2020-06-06,2.7399590683076325e-08
2020-06-07,1.419630760674435e-08
2020-06-08,2.0103952547932002e-08
2020-06-09,2.6507919991062108e-08
2020-06-10,9.701460877066559e-08
2020-06-11,3.16356893346743e-08
2020-06-12,1.1207365799730892e-08
2020-06-13,1.7665111823559982e-08
2020-06-14,6.250971703490759e-08
2020-06-15,2.144761010209284e-08
2020-06-16,1.9847410507003847e-08
2020-06-17,1.1008590770041558e-08
2020-06-18,1.7278905937799464e-08
2020-06-19,1.2676129107508107e-08
2020-06-20,8.77521414819105e-09
2020-06-21,3.570780182068628e-08
2020-06-22,2.1431101240888346e-08
2020-06-23,3.612473672532559e-08
2020-06-24,3.678926584801651e-08
2020-06-25,2.5269432875634327e-08
2020-06-26,2.353908702944088e-08
2020-06-27,1.4769251241091443e-08
2020-06-28,2.343525380254468e-08
2020-06-29,1.2204618878578813e-08
2020-06-30,1.4176288275448709e-08
2020-07-01,2.7471772473996914e-08
2020-07-02,7.8852257320845e-09
2020-07-03,8.101666262587921e-09
2020-07-04,1.4863960615324107e-08
2020-07-05,2.8081964005808692e-08
2020-07-06,1.0669939654178483e-08
2020-07-07,2.440970948637285e-08
2020-07-08,2.3543343117697026e-08
2020-07-09,9.317405126017039e-09
2020-07-10,5.383717679805087e-09
2020-07-11,1.2580374645528053e-08
2020-07-12,1.3247703810478205e-08
2020-07-13,1.4724605685859896e-08
2020-07-14,6.02808496978647e-09
2020-07-15,1.9802906797400746e-08
2020-07-16,6.811440172317605e-09
2020-07-17,8.70087566954268e-09
2020-07-18,9.450088689351933e-09
2020-07-19,9.139560692892672e-09
2020-07-20,3.336597948219122e-08
2020-07-21,2.6723700146590306e-08
2020-07-22,2.825585544141513e-08
2020-07-23,1.4922846567218774e-08
2020-07-24,1.6793676458893533e-08
2020-07-25,5.541911948807574e-08
2020-07-26,1.1625119028293845e-07
2020-07-27,5.3943357401438606e-08
2020-07-28,4.746320079340196e-08
2020-07-29,2.429026672959804e-08
2020-07-30,3.1416534335570445e-08
2020-07-31,5.6058378526170586e-08
2020-08-01,7.377189857110784e-08
2020-08-02,2.1926831076666865e-08
2020-08-03,1.75354707033102e-08
2020-08-04,3.013169051676685e-08
2020-08-05,2.0486011771137868e-08
2020-08-06,2.6393503634045628e-08
2020-08-07,9.567513048410964e-09
2020-08-08,8.025330882201613e-09
2020-08-09,3.383578528875698e-08
2020-08-10,3.6768835456176245e-08
2020-08-11,2.1769450201714655e-08
2020-08-12,2.8943323091047737e-08
2020-08-13,2.3774637088901206e-08
2020-08-14,2.117233182728814e-08
2020-08-15,1.3585363751890582e-08
2020-08-16,4.883753764928186e-08
2020-08-17,3.57181802452319e-08
2020-08-18,3.252626800685447e-08
2020-08-19,1.372876244527385e-08
2020-08-20,3.1257518134182334e-08
2020-08-21,1.8960684950949277e-08
2020-08-22,1.0301903610692943e-08
2020-08-23,1.1704280220461823e-08
2020-08-24,3.362741643037915e-08
2020-08-25,1.362331999628576e-08
2020-08-26,2.628654070498438e-08
2020-08-27,1.11733948468738e-08
2020-08-28,9.363568122466085e-09
2020-08-29,1.1826449562802272e-08
2020-08-30,1.1834194944261743e-08
2020-08-31,2.6145979095763988e-08
2020-09-01,3.346245721744299e-08
2020-09-02,9.529248116451208e-08
2020-09-03,8.067701071311301e-08
2020-09-04,5.342581803487449e-08
2020-09-05,1.742448212344773e-08
2020-09-06,3.6460006980731935e-08
2020-09-07,4.045081518990135e-08
2020-09-08,1.4830930425642826e-08
2020-09-09,2.132351173423491e-08
2020-09-10,1.347094541117495e-08
2020-09-11,8.090009897178447e-09
2020-09-12,2.2573390115355728e-08
2020-09-13,2.0784230536551306e-08
2020-09-14,2.7317188991817218e-08
2020-09-15,2.574572724367638e-08
2020-09-16,1.43112580465223e-08
2020-09-17,1.2729179552997068e-08
2020-09-18,1.4248725711835278e-08
2020-09-19,9.829522512692707e-09
2020-09-20,3.290165477614005e-08
2020-09-21,1.3541139512790838e-08
2020-09-22,1.8237006860059826e-08
2020-09-23,1.795102487334294e-08
2020-09-24,1.373162208244089e-08
2020-09-25,5.226014952798822e-09
2020-09-26,9.478314372255376e-09
2020-09-27,2.125628895805511e-08
2020-09-28,1.0385509561885885e-08
2020-09-29,8.694098208239197e-09
2020-09-30,3.240255548036567e-08
2020-10-01,2.2214134648363725e-08
2020-10-02,5.115885338052885e-09
2020-10-03,9.111885000426574e-09
2020-10-04,1.0328809181682648e-08
2020-10-05,1.8220954437752057e-08
2020-10-06,9.55296100278753e-09
2020-10-07,2.1038009989196428e-08
2020-10-08,1.60263886258225e-08
2020-10-09,2.150708314778014e-08
2020-10-10,7.555399461590597e-09
2020-10-11,3.173651761413583e-08
2020-10-12,2.0321594266123585e-08
2020-10-13,1.5985485260667226e-08
2020-10-14,2.3604763807450098e-08
2020-10-15,1.8761139346411656e-08
2020-10-16,6.3167379557146406e-09
2020-10-17,6.743591340408936e-09
2020-10-18,1.9124360802380942e-08
2020-10-19,2.774364783303583e-08
2020-10-20,7.530105920723615e-08
2020-10-21,3.0554699827718384e-08
2020-10-22,1.3501652676500311e-08
2020-10-23,9.001746275853956e-09
2020-10-24,1.6854794680405484e-08
2020-10-25,1.7012979437745272e-08
2020-10-26,4.079859263660906e-08
2020-10-27,3.1376007700288315e-08
2020-10-28,1.7496346291660398e-08
2020-10-29,2.014406613400463e-08
2020-10-30,4.180988874035908e-08
2020-10-31,1.360698566747099e-08
2020-11-01,2.759688692297708e-08
2020-11-02,2.4101782285211187e-08
2020-11-03,4.070511695625426e-08
2020-11-04,6.271495131880701e-08
2020-11-05,4.610889574849138e-08
2020-11-06,5.614996044861768e-08
2020-11-07,2.4472277551991948e-08
2020-11-08,3.3519948421931584e-08
2020-11-09,1.460938981670474e-08
2020-11-10,2.5654449797409214e-08
2020-11-11,4.356449538230417e-08
2020-11-12,2.791521685335688e-08
2020-11-13,1.803593403230417e-08
2020-11-14,9.335756209615124e-09
2020-11-15,2.303448517358367e-08
2020-11-16,4.199568822297426e-08
2020-11-17,5.7679447931754926e-08
2020-11-18,1.7845190220295915e-08
2020-11-19,2.413545067527045e-08
2020-11-20,2.1831304780528625e-08
2020-11-21,2.8169221677442035e-08
2020-11-22,2.7380043355240206e-08
2020-11-23,4.571275812451118e-08
2020-11-24,4.085944283295698e-08
2020-11-25,1.3020363480925254e-07
2020-11-26,4.018815109022459e-08
2020-11-27,2.0039974597031075e-08
2020-11-28,1.3851414686201373e-08
2020-11-29,4.485193509684339e-08
2020-11-30,6.906587572606211e-08
2020-12-01,2.4900399536427676e-08
2020-12-02,1.6740843216862557e-08
2020-12-03,2.7890909877104568e-08
2020-12-04,1.1143029237003755e-08
2020-12-05,1.2759015728968688e-08
2020-12-06,7.491376972051634e-09
2020-12-07,3.090429650249941e-08
2020-12-08,3.2321262452378836e-08
2020-12-09,1.365862582141284e-08
2020-12-10,2.1959775281469287e-08
2020-12-11,1.1546779199118062e-08
2020-12-12,1.4475532609177607e-08
2020-12-13,8.085382883294878e-09
2020-12-14,2.1537216955570352e-08
2020-12-15,6.035277268327573e-08
2020-12-16,6.526261994444196e-08
2020-12-17,2.0515748015290244e-08
2020-12-18,2.5583430745426355e-08
2020-12-19,2.5443087280309513e-08
2020-12-20,3.9667699223495435e-08
2020-12-21,2.0094092500300802e-08
2020-12-22,3.24283678179398e-08
2020-12-23,1.274232437342541e-08
2020-12-24,3.364113926932555e-08
2020-12-25,3.298314766923787e-08
2020-12-26,4.373651862065277e-08
2020-12-27,1.8698918748941312e-08
2020-12-28,1.9875285048326627e-08
2020-12-29,2.3890224030218042e-08
2020-12-30,2.6748502838922915e-08
2020-12-31,1.7795403642558103e-08
2021-01-01,4.2563240629987126e-08
2021-01-02,3.613274978962978e-08
2021-01-03,4.7195933294725706e-08
2021-01-04,2.6748285263391338e-08
2021-01-05,3.111174963967272e-08
2021-01-06,3.4958497418138057e-08
2021-01-07,3.2648693618200844e-08
2021-01-08,1.3737207248464288e-08
2021-01-09,3.0955493964746476e-08
2021-01-10,8.218709254670079e-08
2021-01-11,3.920794417725193e-08
2021-01-12,2.640547246597272e-08
2021-01-13,1.94805379378819e-08
2021-01-14,2.502306381896761e-08
2021-01-15,1.8342290206796284e-08
2021-01-16,1.7331232965730592e-08
2021-01-17,1.5183773642010375e-08
2021-01-18,1.797873046947527e-08
2021-01-19,2.55430386558909e-08
2021-01-20,4.674921989147253e-08
2021-01-21,3.0998645145517085e-08
2021-01-22,1.4189683485687527e-08
2021-01-23,1.3653250857409142e-08
2021-01-24,1.913556519337775e-08
2021-01-25,1.8363956003337502e-08
2021-01-26,3.367761894081489e-08
2021-01-27,1.7159881700069126e-08
2021-01-28,5.566105065467283e-08
2021-01-29,1.3690639762040352e-08
2021-01-30,1.1346921336457809e-08
2021-01-31,1.0783092581346286e-08
2021-02-01,1.2744778611340765e-08
2021-02-02,1.4498116030608522e-08
2021-02-03,1.0978415354877654e-08
2021-02-04,7.62107017622307e-09
2021-02-05,1.7033324853516973e-08
2021-02-06,1.3135970089548447e-08
2021-02-07,3.381665327129663e-08
2021-02-08,2.1210342200258874e-08
2021-02-09,1.3619839642667244e-08
2021-02-10,1.3422023065415226e-08
2021-02-11,1.4900924286913255e-08
2021-02-12,7.678486675833486e-09
2021-02-13,1.0291084868855098e-08
2021-02-14,1.4229231750191156e-08
2021-02-15,1.767220397128143e-08
2021-02-16,1.1425569156238697e-08
2021-02-17,7.491302499903856e-09
2021-02-18,1.397205081676876e-08
2021-02-19,1.385774004199031e-08
2021-02-20,8.336664328106632e-09
2021-02-21,3.3236765335418664e-08
2021-02-22,4.146629143578547e-08
2021-02-23,1.4213867705455168e-08
2021-02-24,1.276736440220353e-08
2021-02-25,3.1206750859617523e-08
2021-02-26,1.04277930981109e-08
2021-02-27,2.1003401028098566e-08
2021-02-28,1.2594679406923353e-08
2021-03-01,1.1270953592246775e-08
2021-03-02,1.0818466699634296e-08
2021-03-03,1.300543386857e-08
2021-03-04,1.2621601097903177e-08
2021-03-05,5.656927676909689e-09
2021-03-06,6.70583514613745e-09
2021-03-07,8.32198265380059e-09
2021-03-08,9.655085717507725e-09
2021-03-09,1.2256341582763045e-08
2021-03-10,9.245813896318445e-09
2021-03-11,1.0137702683853122e-08
2021-03-12,1.3596582894258783e-08
2021-03-13,7.100075333332108e-09
2021-03-14,1.6434232005732214e-08
2021-03-15,1.1176030278477432e-08
2021-03-16,1.1803931517893573e-08
2021-03-17,7.919642352703713e-09
2021-03-18,6.7017048784248256e-09
2021-03-19,7.060733772431746e-09
2021-03-20,9.07456944944273e-09
2021-03-21,9.805284290676398e-09
2021-03-22,7.420936483987553e-09
2021-03-23,1.6364082858435026e-08
2021-03-24,1.4580749303903266e-08
2021-03-25,8.478099432052681e-09
2021-03-26,5.672078397611037e-09
2021-03-27,4.538253215446126e-09
2021-03-28,1.0553155432875258e-08
2021-03-29,8.198025502811193e-09
2021-03-30,9.101081083815671e-09
2021-03-31,4.98151952148461e-09
2021-04-01,6.607092172204038e-09
2021-04-02,7.290974066362548e-09
2021-04-03,5.280060927960385e-09
2021-04-04,5.890687179909494e-09
2021-04-05,6.651454772841614e-09
2021-04-06,1.0352480174821451e-08
2021-04-07,4.921202009793739e-09
2021-04-08,4.093538445268242e-09
2021-04-09,1.006342714671038e-08
2021-04-10,4.729172348915602e-09
2021-04-11,5.773294232426964e-09
2021-04-12,1.0816926374845967e-08
2021-04-13,1.0717970157513882e-08
2021-04-14,6.168444181149593e-09
2021-04-15,1.1703597576750619e-08
2021-04-16,6.8313363572614304e-09
2021-04-17,2.939354914710221e-08
2021-04-18,9.730828521281444e-09
2021-04-19,9.767056579433996e-09
2021-04-20,9.300165416241498e-09
2021-04-21,1.8535447161741785e-08
2021-04-22,2.172939851295092e-08
2021-04-23,8.412341357968418e-09
2021-04-24,1.2430566092937679e-08
2021-04-25,1.3533708692480044e-08
2021-04-26,8.375968127338738e-09
2021-04-27,6.720592416093142e-09
2021-04-28,8.638314458267713e-09
2021-04-29,8.677620595182698e-09
2021-04-30,5.088774755911182e-09
2021-05-01,4.848686981965222e-09
2021-05-02,8.672055925059448e-09
2021-05-03,1.2480698924223805e-08
2021-05-04,8.806366941430432e-09
2021-05-05,1.1059058088973319e-08
2021-05-06,7.631657829210759e-09
2021-05-07,8.150891570103079e-09
2021-05-08,9.508739921989939e-09
2021-05-09,1.580936347284646e-08
2021-05-10,9.250591637698642e-09
2021-05-11,2.2114258195743168e-08
2021-05-12,3.867716093482143e-08
2021-05-13,9.807068688142943e-09
2021-05-14,1.4961295776105418e-08
2021-05-15,3.0764863723972424e-08
2021-05-16,5.4109770602584604e-08
2021-05-17,1.7482589918911018e-08
2021-05-18,1.1743199114762212e-07
2021-05-19,4.404667758061433e-08
2021-05-20,4.6293175303289996e-08
2021-05-21,2.5538927624846244e-08
2021-05-22,5.292545508372062e-08
2021-05-23,2.7434990547503e-08
2021-05-24,1.5770640528204697e-08
2021-05-25,1.526925808921678e-08
2021-05-26,1.0398223706643051e-08
2021-05-27,1.997933456575692e-08
2021-05-28,1.4898889064992176e-08
2021-05-29,1.0830608416021784e-08
2021-05-30,1.1257143298764115e-08
2021-05-31,9.778914085502548e-09
2021-06-01,7.119284682667979e-09
2021-06-02,9.019800391274538e-09
2021-06-03,1.0793301839144635e-08
2021-06-04,1.2824475931491657e-08
2021-06-05,1.1530840194876992e-08
2021-06-06,1.8409421047570795e-08
2021-06-07,2.6249028086533433e-08
2021-06-08,4.3579171516976594e-08
2021-06-09,1.66737029434694e-08
2021-06-10,1.119221657011819e-08
2021-06-11,1.319360580909986e-08
2021-06-12,1.475251373211277e-08
2021-06-13,1.4759006313212055e-08
2021-06-14,1.1422541116269122e-08
2021-06-15,1.1076994942342612e-08
2021-06-16,6.5537303699721795e-09
2021-06-17,1.866452517218454e-08
2021-06-18,1.936945744525203e-08
2021-06-19,2.8101088102071457e-08
2021-06-20,4.4556950942454826e-08
2021-06-21,5.097752668768161e-08
2021-06-22,1.6585424049330728e-08
2021-06-23,9.143872603694438e-09
2021-06-24,6.868218639925318e-08
2021-06-25,3.8960803363757036e-08
2021-06-26,4.6760608013176833e-08
2021-06-27,1.1193727333022603e-08
2021-06-28,1.045665209039336e-08
2021-06-29,6.140805901660208e-09
2021-06-30,1.2161241677376287e-08
2021-07-01,9.921433541953663e-09
2021-07-02,5.568245854608294e-09
2021-07-03,6.080353325311526e-09
2021-07-04,1.4387392860321828e-08
2021-07-05,1.620850466643452e-08
2021-07-06,7.2705243220811745e-09
2021-07-07,2.673612314944255e-08
2021-07-08,1.160712442824629e-08
2021-07-09,1.1626717893768514e-08
2021-07-10,4.045422820672018e-09
2021-07-11,1.5171178464852655e-08
2021-07-12,8.318433788220978e-09
2021-07-13,9.944427522325774e-09
2021-07-14,1.3309231042570304e-08
2021-07-15,1.0656039952128595e-08
2021-07-16,2.5298666315165673e-08
2021-07-17,2.3433228080083314e-08
2021-07-18,2.4932648824156605e-08
2021-07-19,1.837892857026396e-08
2021-07-20,1.6251858332722092e-08
2021-07-21,9.861672936137963e-09
2021-07-22,7.294503897354853e-09
2021-07-23,4.440339482221238e-09
2021-07-24,5.1535526454077404e-09
2021-07-25,2.6954807196975974e-08
2021-07-26,9.959934561371367e-09
2021-07-27,1.278994734934956e-08
2021-07-28,7.537320694190113e-09
2021-07-29,1.2482469315664496e-08
2021-07-30,8.347199824070573e-09
2021-07-31,1.4705865882230911e-08
2021-08-01,8.416620973118516e-09
2021-08-02,8.755799081546874e-09
2021-08-03,5.9609294752665745e-09
2021-08-04,9.708713625265101e-09
2021-08-05,9.712859342795195e-09
2021-08-06,1.2723434083415163e-08
2021-08-07,1.1355192494654377e-08
2021-08-08,1.415639441855425e-08
2021-08-09,8.60904202036352e-09
2021-08-10,6.156702375174301e-09
2021-08-11,7.741203187003585e-09
2021-08-12,9.406647546500749e-09
2021-08-13,6.339543303034734e-09
2021-08-14,5.169681024610356e-09
2021-08-15,7.780511518329821e-09
2021-08-16,9.11848716868495e-09
2021-08-17,7.904929636906317e-09
2021-08-18,7.544926654094828e-09
2021-08-19,7.363618588918166e-09
2021-08-20,4.928434716989236e-09
2021-08-21,3.4817861203186998e-09
2021-08-22,6.850219730432586e-09
2021-08-23,6.248304135927969e-09
2021-08-24,4.9445834909710186e-09
2021-08-25,8.088722027718805e-09
2021-08-26,6.971155399168824e-09
2021-08-27,2.840779102023901e-09
2021-08-28,4.851534399896835e-09
2021-08-29,5.2401273039355435e-09
2021-08-30,5.411542164184788e-09
2021-08-31,6.9234738287306245e-09
2021-09-01,6.560482024648771e-09
2021-09-02,9.538230356996008e-09
2021-09-03,3.370220850605183e-09
2021-09-04,6.726439133457386e-09
2021-09-05,5.978284418561494e-09
2021-09-06,2.2472571014976447e-08
2021-09-07,1.0744896124828238e-08
2021-09-08,5.4559486251627204e-09
2021-09-09,7.820411955548805e-09
2021-09-10,3.734424719479594e-09
2021-09-11,4.6450271298693595e-09
2021-09-12,1.2692134668153871e-08
2021-09-13,5.144439996213971e-09
2021-09-14,5.5851036327677094e-09
2021-09-15,5.439006044864651e-09
2021-09-16,3.665198142780883e-09
2021-09-17,3.0033365225286315e-09
2021-09-18,3.121973034698096e-09
2021-09-19,1.8726421463712144e-08
2021-09-20,2.421504088173338e-08
2021-09-21,1.2567132969157325e-08
2021-09-22,7.213057892724581e-09
2021-09-23,1.748874635531493e-08
2021-09-24,4.769654418678082e-09
2021-09-25,8.372742893145926e-09
2021-09-26,6.156540744775556e-09
2021-09-27,9.083164554933821e-09
2021-09-28,6.901882332443733e-09
2021-09-29,7.576789518988495e-09
2021-09-30,1.0857279961322715e-08
2021-10-01,2.87590382056052e-09
2021-10-02,4.753190797143273e-09
2021-10-03,7.851002396696597e-09
2021-10-04,7.946632165466801e-09
2021-10-05,1.1506977511746714e-08
2021-10-06,5.793222845280743e-09
2021-10-07,6.32450436516067e-09
2021-10-08,2.907078506050471e-09
2021-10-09,6.450084237455214e-09
2021-10-10,7.819960138848245e-09
2021-10-11,6.640085687377533e-09
2021-10-12,3.3624438015856537e-09
2021-10-13,4.9982105562020104e-09
2021-10-14,1.2249320372874983e-08
2021-10-15,4.64246570820836e-09
2021-10-16,5.2974666134973104e-09
2021-10-17,8.860628822318574e-09
2021-10-18,8.733338023932014e-09
2021-10-19,8.754593266318402e-09
2021-10-20,1.352324720664338e-08
2021-10-21,6.44972427996343e-09
2021-10-22,2.7999111144723926e-09
2021-10-23,2.927382798955377e-09
